"ID_SOCIEDAD","ID_SEGMENTO","SEGMENTO2","ID_LINEA_PRODUCTO_AGREG","ID_AGRUP_PRODUCTO","ID_AGRUP_PROD","ID_AGRUP_CANAL","ID_ZONA","Altas.M","freq"
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",5,"ZONA01",11,0.6875
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",5,"ZONA02",1,0.0625
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",5,"ZONA03",4,0.25
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",6,"PDTE",0,0
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",6,"ZONA01",59,0.464566929133858
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",6,"ZONA02",28,0.220472440944882
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",6,"ZONA03",40,0.31496062992126
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",9,"PDTE",0,0
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",9,"ZONA01",40,0.396039603960396
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",9,"ZONA02",30,0.297029702970297
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",9,"ZONA03",31,0.306930693069307
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",11,"PDTE",0,0
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",11,"ZONA01",45,0.38135593220339
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",11,"ZONA02",43,0.364406779661017
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",11,"ZONA03",30,0.254237288135593
"SOC01","SEG01","SUBSEG01",2,2,"PROD13",99,"ZONA01",0,0
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",2,"ZONA01",0,0
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",2,"ZONA03",0,0
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",6,"ZONA01",0,0
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",6,"ZONA03",0,0
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",9,"ZONA01",31,0.516666666666667
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",9,"ZONA03",29,0.483333333333333
"SOC01","SEG01","SUBSEG02",2,2,"PROD11",11,"ZONA01",0,0
"SOC01","SEG02","LP01",1,1,"PROD11",1,"ZONA01",0,0
"SOC01","SEG02","LP01",1,1,"PROD11",2,"ZONA01",3,0.375
"SOC01","SEG02","LP01",1,1,"PROD11",2,"ZONA02",4,0.5
"SOC01","SEG02","LP01",1,1,"PROD11",2,"ZONA03",1,0.125
"SOC01","SEG02","LP01",1,1,"PROD11",5,"ZONA01",1,1
"SOC01","SEG02","LP01",1,1,"PROD11",6,"ZONA01",11,0.55
"SOC01","SEG02","LP01",1,1,"PROD11",6,"ZONA02",6,0.3
"SOC01","SEG02","LP01",1,1,"PROD11",6,"ZONA03",3,0.15
"SOC01","SEG02","LP01",1,1,"PROD11",9,"PDTE",0,0
"SOC01","SEG02","LP01",1,1,"PROD11",9,"ZONA01",47,0.301282051282051
"SOC01","SEG02","LP01",1,1,"PROD11",9,"ZONA02",54,0.346153846153846
"SOC01","SEG02","LP01",1,1,"PROD11",9,"ZONA03",55,0.352564102564103
"SOC01","SEG02","LP01",1,1,"PROD11",11,"ZONA01",0,0
"SOC01","SEG02","LP01",1,1,"PROD11",11,"ZONA02",0,0
"SOC01","SEG02","LP01",1,1,"PROD11",11,"ZONA03",0,0
"SOC01","SEG02","LP01",1,1,"PROD12",6,"ZONA01",1,1
"SOC01","SEG02","LP01",1,1,"PROD12",9,"ZONA01",0,0
"SOC01","SEG02","LP01",1,1,"PROD12",9,"ZONA02",1,1
"SOC01","SEG02","LP01",1,1,"PROD12",9,"ZONA03",0,0
"SOC01","SEG02","SUBSEG01",2,2,"PROD05",9,"ZONA01",2,1
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",1,"ZONA01",0,0
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",2,"ZONA01",0,0
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",2,"ZONA02",1,0.333333333333333
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",2,"ZONA03",2,0.666666666666667
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",5,"ZONA03",2,1
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",6,"ZONA01",12,0.571428571428571
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",6,"ZONA02",1,0.0476190476190476
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",6,"ZONA03",8,0.380952380952381
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",9,"ZONA01",458,0.518099547511312
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",9,"ZONA02",0,0
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",9,"ZONA03",426,0.481900452488688
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",11,"ZONA01",0,0
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",11,"ZONA02",0,0
"SOC01","SEG02","SUBSEG01",2,2,"PROD11",11,"ZONA03",0,0
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",2,"ZONA01",3,1
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",2,"ZONA03",0,0
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",5,"ZONA01",1,0.5
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",5,"ZONA03",1,0.5
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",6,"ZONA01",12,0.75
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",6,"ZONA02",1,0.0625
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",6,"ZONA03",3,0.1875
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",9,"ZONA01",973,0.573364761343547
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",9,"ZONA02",14,0.00824985268120212
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",9,"ZONA03",710,0.41838538597525
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",11,"ZONA01",1,0.5
"SOC01","SEG02","SUBSEG02",2,2,"PROD11",11,"ZONA03",1,0.5
"SOC02","SEG01","LP01",1,1,"",2,"ZONA02",0,0
"SOC02","SEG01","LP01",1,1,"PROD02",1,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD02",1,"ZONA01",499,0.378603945371775
"SOC02","SEG01","LP01",1,1,"PROD02",1,"ZONA02",377,0.286039453717754
"SOC02","SEG01","LP01",1,1,"PROD02",1,"ZONA03",442,0.33535660091047
"SOC02","SEG01","LP01",1,1,"PROD02",2,"ZONA01",273,0.332926829268293
"SOC02","SEG01","LP01",1,1,"PROD02",2,"ZONA02",281,0.342682926829268
"SOC02","SEG01","LP01",1,1,"PROD02",2,"ZONA03",266,0.324390243902439
"SOC02","SEG01","LP01",1,1,"PROD02",3,"ZONA01",200,0.359066427289048
"SOC02","SEG01","LP01",1,1,"PROD02",3,"ZONA02",187,0.33572710951526
"SOC02","SEG01","LP01",1,1,"PROD02",3,"ZONA03",170,0.305206463195691
"SOC02","SEG01","LP01",1,1,"PROD02",4,"ZONA01",24,0.266666666666667
"SOC02","SEG01","LP01",1,1,"PROD02",4,"ZONA02",26,0.288888888888889
"SOC02","SEG01","LP01",1,1,"PROD02",4,"ZONA03",40,0.444444444444444
"SOC02","SEG01","LP01",1,1,"PROD02",5,"ZONA01",190,0.357815442561205
"SOC02","SEG01","LP01",1,1,"PROD02",5,"ZONA02",230,0.433145009416196
"SOC02","SEG01","LP01",1,1,"PROD02",5,"ZONA03",111,0.209039548022599
"SOC02","SEG01","LP01",1,1,"PROD02",6,"ZONA01",649,0.409722222222222
"SOC02","SEG01","LP01",1,1,"PROD02",6,"ZONA02",622,0.392676767676768
"SOC02","SEG01","LP01",1,1,"PROD02",6,"ZONA03",313,0.19760101010101
"SOC02","SEG01","LP01",1,1,"PROD02",7,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD02",7,"ZONA01",351,0.423401688781665
"SOC02","SEG01","LP01",1,1,"PROD02",7,"ZONA02",270,0.325693606755127
"SOC02","SEG01","LP01",1,1,"PROD02",7,"ZONA03",208,0.250904704463209
"SOC02","SEG01","LP01",1,1,"PROD02",8,"ZONA01",1,0.5
"SOC02","SEG01","LP01",1,1,"PROD02",8,"ZONA02",1,0.5
"SOC02","SEG01","LP01",1,1,"PROD02",9,"ZONA01",50,0.515463917525773
"SOC02","SEG01","LP01",1,1,"PROD02",9,"ZONA02",25,0.257731958762887
"SOC02","SEG01","LP01",1,1,"PROD02",9,"ZONA03",22,0.22680412371134
"SOC02","SEG01","LP01",1,1,"PROD02",10,"ZONA01",12,0.307692307692308
"SOC02","SEG01","LP01",1,1,"PROD02",10,"ZONA02",13,0.333333333333333
"SOC02","SEG01","LP01",1,1,"PROD02",10,"ZONA03",14,0.358974358974359
"SOC02","SEG01","LP01",1,1,"PROD02",11,"ZONA01",64,0.653061224489796
"SOC02","SEG01","LP01",1,1,"PROD02",11,"ZONA02",2,0.0204081632653061
"SOC02","SEG01","LP01",1,1,"PROD02",11,"ZONA03",32,0.326530612244898
"SOC02","SEG01","LP01",1,1,"PROD02",99,"ZONA01",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",1,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",1,"ZONA01",49,0.35
"SOC02","SEG01","LP01",1,1,"PROD03",1,"ZONA02",70,0.5
"SOC02","SEG01","LP01",1,1,"PROD03",1,"ZONA03",21,0.15
"SOC02","SEG01","LP01",1,1,"PROD03",2,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",2,"ZONA01",215,0.350162866449511
"SOC02","SEG01","LP01",1,1,"PROD03",2,"ZONA02",222,0.361563517915309
"SOC02","SEG01","LP01",1,1,"PROD03",2,"ZONA03",177,0.288273615635179
"SOC02","SEG01","LP01",1,1,"PROD03",3,"ZONA01",2,0.666666666666667
"SOC02","SEG01","LP01",1,1,"PROD03",3,"ZONA02",1,0.333333333333333
"SOC02","SEG01","LP01",1,1,"PROD03",3,"ZONA03",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",4,"ZONA01",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",4,"ZONA02",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",4,"ZONA03",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",5,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",5,"ZONA01",16,0.280701754385965
"SOC02","SEG01","LP01",1,1,"PROD03",5,"ZONA02",31,0.543859649122807
"SOC02","SEG01","LP01",1,1,"PROD03",5,"ZONA03",10,0.175438596491228
"SOC02","SEG01","LP01",1,1,"PROD03",6,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",6,"ZONA01",15,0.365853658536585
